Id,Expected
img0.jpg,nelson_muntz
img1.jpg,bart_simpson
img10.jpg,ned_flanders
img100.jpg,chief_wiggum
img101.jpg,apu_nahasapeemapetilon
img102.jpg,kent_brockman
img103.jpg,edna_krabappel
img104.jpg,chief_wiggum
img105.jpg,lisa_simpson
img106.jpg,homer_simpson
img107.jpg,lenny_leonard
img108.jpg,marge_simpson
img109.jpg,homer_simpson
img11.jpg,ned_flanders
img110.jpg,moe_szyslak
img111.jpg,krusty_the_clown
img112.jpg,marge_simpson
img113.jpg,nelson_muntz
img114.jpg,martin_prince
img115.jpg,abraham_grampa_simpson
img116.jpg,marge_simpson
img117.jpg,nelson_muntz
img118.jpg,comic_book_guy
img119.jpg,mayor_quimby
img12.jpg,homer_simpson
img120.jpg,apu_nahasapeemapetilon
img121.jpg,krusty_the_clown
img122.jpg,sideshow_bob
img123.jpg,ned_flanders
img124.jpg,edna_krabappel
img125.jpg,apu_nahasapeemapetilon
img126.jpg,chief_wiggum
img127.jpg,apu_nahasapeemapetilon
img128.jpg,ned_flanders
img129.jpg,homer_simpson
img13.jpg,homer_simpson
img130.jpg,homer_simpson
img131.jpg,sideshow_bob
img132.jpg,lisa_simpson
img133.jpg,charles_montgomery_burns
img134.jpg,chief_wiggum
img135.jpg,lisa_simpson
img136.jpg,abraham_grampa_simpson
img137.jpg,milhouse_van_houten
img138.jpg,homer_simpson
img139.jpg,abraham_grampa_simpson
img14.jpg,nelson_muntz
img140.jpg,principal_skinner
img141.jpg,homer_simpson
img142.jpg,nelson_muntz
img143.jpg,charles_montgomery_burns
img144.jpg,marge_simpson
img145.jpg,apu_nahasapeemapetilon
img146.jpg,mayor_quimby
img147.jpg,bart_simpson
img148.jpg,edna_krabappel
img149.jpg,edna_krabappel
img15.jpg,charles_montgomery_burns
img150.jpg,edna_krabappel
img151.jpg,chief_wiggum
img152.jpg,homer_simpson
img153.jpg,charles_montgomery_burns
img154.jpg,milhouse_van_houten
img155.jpg,homer_simpson
img156.jpg,moe_szyslak
img157.jpg,lenny_leonard
img158.jpg,comic_book_guy
img159.jpg,kent_brockman
img16.jpg,sideshow_bob
img160.jpg,sideshow_bob
img161.jpg,bart_simpson
img162.jpg,homer_simpson
img163.jpg,comic_book_guy
img164.jpg,charles_montgomery_burns
img165.jpg,edna_krabappel
img166.jpg,lisa_simpson
img167.jpg,lisa_simpson
img168.jpg,ned_flanders
img169.jpg,krusty_the_clown
img17.jpg,milhouse_van_houten
img170.jpg,chief_wiggum
img171.jpg,mayor_quimby
img172.jpg,ned_flanders
img173.jpg,krusty_the_clown
img174.jpg,sideshow_bob
img175.jpg,ned_flanders
img176.jpg,chief_wiggum
img177.jpg,principal_skinner
img178.jpg,sideshow_bob
img179.jpg,krusty_the_clown
img18.jpg,homer_simpson
img180.jpg,krusty_the_clown
img181.jpg,lisa_simpson
img182.jpg,krusty_the_clown
img183.jpg,mayor_quimby
img184.jpg,lisa_simpson
img185.jpg,charles_montgomery_burns
img186.jpg,lisa_simpson
img187.jpg,marge_simpson
img188.jpg,lisa_simpson
img189.jpg,kent_brockman
img19.jpg,milhouse_van_houten
img190.jpg,chief_wiggum
img191.jpg,apu_nahasapeemapetilon
img192.jpg,marge_simpson
img193.jpg,lisa_simpson
img194.jpg,apu_nahasapeemapetilon
img195.jpg,charles_montgomery_burns
img196.jpg,marge_simpson
img197.jpg,apu_nahasapeemapetilon
img198.jpg,marge_simpson
img199.jpg,apu_nahasapeemapetilon
img2.jpg,nelson_muntz
img20.jpg,marge_simpson
img200.jpg,homer_simpson
img201.jpg,homer_simpson
img202.jpg,marge_simpson
img203.jpg,abraham_grampa_simpson
img204.jpg,bart_simpson
img205.jpg,homer_simpson
img206.jpg,milhouse_van_houten
img207.jpg,moe_szyslak
img208.jpg,lenny_leonard
img209.jpg,moe_szyslak
img21.jpg,principal_skinner
img210.jpg,homer_simpson
img211.jpg,homer_simpson
img212.jpg,bart_simpson
img213.jpg,sideshow_bob
img214.jpg,moe_szyslak
img215.jpg,apu_nahasapeemapetilon
img216.jpg,principal_skinner
img217.jpg,charles_montgomery_burns
img218.jpg,lisa_simpson
img219.jpg,kent_brockman
img22.jpg,charles_montgomery_burns
img220.jpg,homer_simpson
img221.jpg,lisa_simpson
img222.jpg,milhouse_van_houten
img223.jpg,apu_nahasapeemapetilon
img224.jpg,mayor_quimby
img225.jpg,charles_montgomery_burns
img226.jpg,bart_simpson
img227.jpg,bart_simpson
img228.jpg,homer_simpson
img229.jpg,lisa_simpson
img23.jpg,chief_wiggum
img230.jpg,moe_szyslak
img231.jpg,sideshow_bob
img232.jpg,homer_simpson
img233.jpg,edna_krabappel
img234.jpg,krusty_the_clown
img235.jpg,kent_brockman
img236.jpg,bart_simpson
img237.jpg,charles_montgomery_burns
img238.jpg,moe_szyslak
img239.jpg,nelson_muntz
img24.jpg,chief_wiggum
img240.jpg,principal_skinner
img241.jpg,principal_skinner
img242.jpg,homer_simpson
img243.jpg,snake_jailbird
img244.jpg,marge_simpson
img245.jpg,charles_montgomery_burns
img246.jpg,homer_simpson
img247.jpg,charles_montgomery_burns
img248.jpg,homer_simpson
img249.jpg,homer_simpson
img25.jpg,apu_nahasapeemapetilon
img250.jpg,comic_book_guy
img251.jpg,mayor_quimby
img252.jpg,bart_simpson
img253.jpg,apu_nahasapeemapetilon
img254.jpg,homer_simpson
img255.jpg,homer_simpson
img256.jpg,milhouse_van_houten
img257.jpg,krusty_the_clown
img258.jpg,lisa_simpson
img259.jpg,lisa_simpson
img26.jpg,homer_simpson
img260.jpg,krusty_the_clown
img261.jpg,lisa_simpson
img262.jpg,homer_simpson
img263.jpg,moe_szyslak
img264.jpg,principal_skinner
img265.jpg,lenny_leonard
img266.jpg,homer_simpson
img267.jpg,lisa_simpson
img268.jpg,bart_simpson
img269.jpg,chief_wiggum
img27.jpg,ned_flanders
img270.jpg,sideshow_bob
img271.jpg,apu_nahasapeemapetilon
img272.jpg,principal_skinner
img273.jpg,bart_simpson
img274.jpg,charles_montgomery_burns
img275.jpg,principal_skinner
img276.jpg,principal_skinner
img277.jpg,chief_wiggum
img278.jpg,bart_simpson
img279.jpg,abraham_grampa_simpson
img28.jpg,homer_simpson
img280.jpg,principal_skinner
img281.jpg,abraham_grampa_simpson
img282.jpg,marge_simpson
img283.jpg,chief_wiggum
img284.jpg,lenny_leonard
img285.jpg,ned_flanders
img286.jpg,moe_szyslak
img287.jpg,marge_simpson
img288.jpg,marge_simpson
img289.jpg,kent_brockman
img29.jpg,lisa_simpson
img290.jpg,charles_montgomery_burns
img291.jpg,snake_jailbird
img292.jpg,apu_nahasapeemapetilon
img293.jpg,bart_simpson
img294.jpg,edna_krabappel
img295.jpg,principal_skinner
img296.jpg,lenny_leonard
img297.jpg,comic_book_guy
img298.jpg,moe_szyslak
img299.jpg,homer_simpson
img3.jpg,nelson_muntz
img30.jpg,krusty_the_clown
img300.jpg,milhouse_van_houten
img301.jpg,apu_nahasapeemapetilon
